x,y
20,20
25.83477783203125,20
31.66949462890625,20
37.5042724609375,20
43.33905029296875,20
49.17376708984375,20
55.008544921875,20
60.84332275390625,20
66.67803955078125,20
72.5128173828125,20
78.34759521484375,20
84.18231201171875,20
90.01708984375,20
95.85186767578125,20
101.68658447265625,20
107.5213623046875,20
113.35614013671875,20
119.19085693359375,20
125.025634765625,20
130.86041259765625,20
136.6951904296875,20
142.5299072265625,20
148.36468505859375,20
154.199462890625,20
160.0341796875,20
165.86895751953125,20
171.7037353515625,20
177.5384521484375,20
183.37322998046875,20
189.2080078125,20
195.042724609375,20
200.87750244140625,20
206.7122802734375,20
212.5469970703125,20
218.38177490234375,20
224.216552734375,20
230.05126953125,20
235.88604736328125,20
241.7208251953125,20
247.5555419921875,20
253.39031982421875,20
259.22509765625,20
265.059814453125,20
270.89459228515625,20
276.7293701171875,20
282.5640869140625,20
288.39886474609375,20
294.233642578125,20
300.068359375,20
305.90313720703125,20
311.7379150390625,20
317.5726318359375,20
323.40740966796875,20
329.2421875,20
335.076904296875,20
340.91168212890625,20
346.7464599609375,20
352.5811767578125,20
358.41595458984375,20
364.250732421875,20
370.08544921875,20
375.92022705078125,20
381.7550048828125,20
387.5897216796875,20
393.42449951171875,20
399.25927734375,20
405.093994140625,20
410.92877197265625,20
416.7635498046875,20
422.5982666015625,20
428.43304443359375,20
434.267822265625,20
440.1025390625,20
445.93731689453125,20
451.7720947265625,20
457.6068115234375,20
463.44158935546875,20
469.2763671875,20
475.111083984375,20
480.94586181640625,20
486.7806396484375,20
492.6153564453125,20
498.45013427734375,20
504.284912109375,20
510.11962890625,20
515.9544067382812,20
521.7891845703125,20
527.6239013671875,20
533.4586791992188,20
539.29345703125,20
545.1282348632812,20
550.9629516601562,20
556.7977294921875,20
562.6325073242188,20
568.4672241210938,20
574.302001953125,20
580.1367797851562,20
585.9714965820312,20
591.8062744140625,20
597.6410522460938,20
603.4757690429688,20
609.310546875,20
615.1453247070312,20
620.9800415039062,20
626.8148193359375,20
632.6495971679688,20
638.4843139648438,20
644.319091796875,20
650.1538696289062,20
655.9885864257812,20
661.8233642578125,20
667.6581420898438,20
673.4928588867188,20
679.32763671875,20
685.1624145507812,20
690.9971313476562,20
696.8319091796875,20
702.6666870117188,20
708.5014038085938,20
714.336181640625,20
720.1709594726562,20
726.0056762695312,20
731.8404541015625,20
737.6752319335938,20
743.5099487304688,20
749.3447265625,20
755.1795043945312,20
761.0142211914062,20
766.8489990234375,20
772.6837768554688,20
778.5184936523438,20
784.353271484375,20
790.1880493164062,20
796.0227661132812,20
801.8575439453125,20
807.6923217773438,20
813.5270385742188,20
